Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame 
 2870	 41.918256	 44.516198	 44.620135	 42.635492	     	  0.964710	  0.970853	  0.969510	  0.966534	     
 2871	 41.229893	 44.217470	 44.219461	 42.017351	     	  0.961715	  0.970251	  0.968568	  0.964280	     
 2872	 41.821446	 44.504798	 44.506466	 42.546047	     	  0.964061	  0.969640	  0.967764	  0.965608	     
 2873	 41.316375	 44.050768	 44.156398	 42.062576	     	  0.964439	  0.969184	  0.967895	  0.965806	     
 2874	 41.779992	 44.328903	 44.543724	 42.498380	     	  0.965828	  0.969482	  0.968525	  0.966886	     
 2875	 41.092805	 43.838525	 44.056378	 41.852756	     	  0.963499	  0.967226	  0.966869	  0.964682	     
 2876	 41.748944	 44.604666	 44.690226	 42.518123	     	  0.964505	  0.970315	  0.968687	  0.966170	     
 2877	 41.144495	 43.813907	 44.085102	 41.894026	     	  0.964189	  0.966720	  0.966743	  0.965037	     
 2878	 42.012738	 44.578582	 44.700053	 42.724955	     	  0.966765	  0.970410	  0.969222	  0.967782	     
 2879	 42.173862	 44.693693	 44.760598	 42.870315	     	  0.967933	  0.971171	  0.969861	  0.968794	     
 2880	 43.661163	 45.457640	 45.634553	 44.203142	     	  0.976042	  0.974803	  0.973600	  0.975429	     
 2881	 41.839625	 44.196232	 44.566636	 42.532748	     	  0.970768	  0.970610	  0.970776	  0.970743	     
 2882	 42.751371	 45.333576	 45.409103	 43.462225	     	  0.972996	  0.975527	  0.974251	  0.973627	     
 2883	 41.675528	 44.204017	 44.472992	 42.395174	     	  0.969681	  0.970226	  0.970351	  0.969883	     
 2884	 42.552842	 45.422267	 45.484009	 43.322408	     	  0.971528	  0.975060	  0.973792	  0.972494	     
 2885	 41.541677	 44.150823	 44.426804	 42.279106	     	  0.968637	  0.969890	  0.969720	  0.969027	     
 2886	 42.242507	 44.778602	 44.941262	 42.952686	     	  0.970416	  0.972742	  0.971929	  0.971056	     
 2887	 41.189033	 44.163900	 44.455522	 42.002218	     	  0.964525	  0.969593	  0.969690	  0.966231	     
 2888	 42.444021	 45.201055	 45.327453	 43.197053	     	  0.970319	  0.974009	  0.972937	  0.971370	     
 2889	 41.333604	 44.062313	 44.354576	 42.097480	     	  0.967628	  0.969228	  0.969247	  0.968165	     
 2890	 42.003926	 44.373628	 44.525762	 42.676661	     	  0.970099	  0.970545	  0.969843	  0.970131	     
 2891	 41.103083	 44.209462	 44.443481	 41.936382	     	  0.966723	  0.970116	  0.969754	  0.967794	     
 2892	 42.128922	 44.959669	 45.023069	 42.890734	     	  0.969924	  0.973349	  0.971950	  0.970832	     
 2893	 41.409901	 44.493215	 44.603369	 42.226963	     	  0.967823	  0.971632	  0.970642	  0.968928	     
 2894	 41.777712	 44.317592	 44.444400	 42.484913	     	  0.968808	  0.970245	  0.969558	  0.969173	     
 2895	 41.613649	 44.374128	 44.485253	 42.365835	     	  0.968748	  0.970903	  0.970019	  0.969319	     
 2896	 42.089490	 44.584251	 44.677730	 42.783352	     	  0.969786	  0.971371	  0.970333	  0.970141	     
 2897	 41.987287	 44.532613	 44.637227	 42.693302	     	  0.969733	  0.971394	  0.970266	  0.970099	     
 2898	 41.966020	 44.524595	 44.614838	 42.673359	     	  0.969241	  0.971027	  0.970004	  0.969666	     
 2899	 41.798479	 44.505436	 44.586001	 42.536350	     	  0.968463	  0.971002	  0.969916	  0.969128	     
 2900	 41.872328	 44.522837	 44.626044	 42.600664	     	  0.968472	  0.970909	  0.969907	  0.969117	     
 2901	 41.656437	 42.927771	 44.513124	 42.224608	     	  0.956014	  0.964119	  0.968737	  0.959485	     
 2902	 42.862111	 43.530548	 44.892260	 43.252698	     	  0.964847	  0.966663	  0.970516	  0.966094	     
 2903	 42.605172	 43.282666	 44.731487	 43.008058	     	  0.965022	  0.966127	  0.970422	  0.966106	     
 2904	 42.793232	 43.481625	 44.845928	 43.189504	     	  0.965978	  0.967232	  0.971313	  0.967076	     
 2905	 42.833682	 43.434705	 44.860054	 43.213229	     	  0.967109	  0.967154	  0.970959	  0.967758	     
 2906	 43.286883	 43.779256	 45.120277	 43.626679	     	  0.968292	  0.967849	  0.971667	  0.968781	     
 2907	 42.876850	 43.468527	 44.752772	 43.237494	     	  0.967700	  0.966881	  0.970688	  0.968062	     
 2908	 43.148796	 43.616904	 44.913730	 43.476539	     	  0.967771	  0.967054	  0.971145	  0.968214	     
 2909	 42.721235	 43.427436	 44.821771	 43.125700	     	  0.966384	  0.966697	  0.970606	  0.967140	     
 2910	 43.147228	 43.666095	 45.013136	 43.495109	     	  0.967141	  0.967215	  0.971146	  0.967821	     
 2911	 42.786853	 43.469152	 44.875374	 43.186237	     	  0.966273	  0.966678	  0.970963	  0.967122	     
 2912	 43.210880	 43.663352	 45.019872	 43.541344	     	  0.967420	  0.967178	  0.971307	  0.968027	     
 2913	 42.724344	 43.344450	 44.788117	 43.111161	     	  0.966332	  0.966166	  0.970903	  0.967066	     
 2914	 42.989727	 43.514689	 44.996022	 43.354850	     	  0.966676	  0.966391	  0.971114	  0.967368	     
 2915	 42.788709	 43.384746	 44.888587	 43.175787	     	  0.966414	  0.965844	  0.970946	  0.967074	     
 2916	 43.244850	 43.551046	 45.115916	 43.558546	     	  0.967426	  0.966058	  0.971478	  0.967874	     
 2917	 42.826819	 43.285482	 44.821534	 43.179902	     	  0.967381	  0.965128	  0.970971	  0.967604	     
 2918	 43.059004	 43.386263	 45.002520	 43.384591	     	  0.967335	  0.965158	  0.971314	  0.967635	     
 2919	 42.883964	 43.314319	 45.000237	 43.246127	     	  0.967256	  0.964948	  0.971420	  0.967565	     
 2920	 43.239708	 43.489277	 45.208753	 43.555170	     	  0.967331	  0.965207	  0.972106	  0.967773	     
 2921	 42.946722	 43.272296	 45.075918	 43.292950	     	  0.967841	  0.964181	  0.972072	  0.967936	     
 2922	 43.142535	 43.299954	 45.143893	 43.445921	     	  0.967546	  0.964131	  0.971883	  0.967700	     
 2923	 42.749557	 43.106432	 44.892815	 43.102565	     	  0.966690	  0.963146	  0.971247	  0.966859	     
 2924	 43.169766	 43.357129	 45.251689	 43.487317	     	  0.966820	  0.963777	  0.972058	  0.967186	     
 2925	 42.867139	 43.283852	 45.148463	 43.245112	     	  0.966714	  0.963555	  0.971726	  0.967023	     
 2926	 43.185388	 43.376961	 45.279217	 43.504982	     	  0.966704	  0.963311	  0.971896	  0.967004	     
 2927	 43.144576	 43.293897	 45.108701	 43.442353	     	  0.966671	  0.963180	  0.971234	  0.966850	     
 2928	 45.097413	 45.609387	 47.217829	 45.473325	     	  0.977159	  0.974369	  0.978667	  0.976946	     
 2929	 43.989287	 45.144035	 46.755598	 44.531797	     	  0.972825	  0.973041	  0.977339	  0.973614	     
 2930	 44.278534	 45.354075	 46.940385	 44.798970	     	  0.973274	  0.973554	  0.977633	  0.974047	     
 2931	 43.952976	 45.110224	 46.689942	 44.492908	     	  0.972410	  0.972598	  0.977215	  0.973242	     
 2932	 44.259940	 45.253097	 46.759170	 44.751408	     	  0.972854	  0.973270	  0.977448	  0.973689	     
 2933	 43.743346	 45.009671	 46.475104	 44.298355	     	  0.971638	  0.972532	  0.976957	  0.972674	     
 2934	 44.045244	 45.164275	 46.800462	 44.581459	     	  0.971916	  0.972977	  0.977313	  0.972992	     
 2935	 43.796870	 45.107808	 46.736714	 44.378756	     	  0.971313	  0.972973	  0.977339	  0.972594	     
 2936	 44.056380	 45.244186	 46.821048	 44.603496	     	  0.971602	  0.973180	  0.977328	  0.972819	     
 2937	 43.642820	 44.667741	 46.268357	 44.152091	     	  0.971422	  0.971892	  0.976019	  0.972267	     
 2938	 44.052107	 45.107216	 46.671072	 44.565159	     	  0.972367	  0.972836	  0.977064	  0.973228	     
 2939	 43.738004	 44.918028	 46.590275	 44.292681	     	  0.971937	  0.972493	  0.976917	  0.972860	     
 2940	 44.143915	 45.267980	 46.868627	 44.677802	     	  0.972359	  0.973339	  0.977546	  0.973387	     
 2941	 43.603083	 44.858252	 46.535231	 44.176322	     	  0.971428	  0.972065	  0.976736	  0.972419	     
 2942	 43.924244	 44.783344	 46.380838	 44.391068	     	  0.972300	  0.971736	  0.976154	  0.972848	     
 2943	 43.433395	 44.604440	 46.125365	 43.970774	     	  0.971005	  0.970892	  0.975394	  0.971717	     
 2944	 44.093988	 45.019255	 46.611120	 44.577179	     	  0.972732	  0.972200	  0.976728	  0.973310	     
 2945	 43.634409	 44.857578	 46.433118	 44.189990	     	  0.972022	  0.971894	  0.976211	  0.972699	     
 2946	 43.977765	 44.945388	 46.510616	 44.468946	     	  0.973063	  0.971745	  0.976149	  0.973358	     
 2947	 43.440418	 44.274555	 45.963476	 43.910384	     	  0.972426	  0.970195	  0.974808	  0.972451	     
 2948	 44.082363	 44.856052	 46.382173	 44.519327	     	  0.973718	  0.971743	  0.976155	  0.973795	     
 2949	 43.603314	 44.676990	 46.229031	 44.119785	     	  0.972888	  0.971072	  0.975685	  0.973052	     
 2950	 44.001106	 44.980709	 46.518866	 44.492499	     	  0.973759	  0.972037	  0.976448	  0.973920	     
 2951	 43.504546	 44.696598	 46.201129	 44.045413	     	  0.972870	  0.971046	  0.975683	  0.973035	     
 2952	 44.095421	 44.756913	 46.272742	 44.501482	     	  0.974114	  0.971706	  0.975990	  0.974025	     
 2953	 43.538389	 44.477825	 45.972056	 44.014922	     	  0.972756	  0.970749	  0.975099	  0.972812	     
 2954	 43.958192	 44.945904	 46.379931	 44.440653	     	  0.973310	  0.972168	  0.976151	  0.973593	     
 2955	 43.635211	 44.795238	 46.236995	 44.161767	     	  0.972563	  0.972069	  0.976165	  0.973081	     
 2956	 43.883984	 44.924266	 46.355363	 44.379480	     	  0.971847	  0.971977	  0.976075	  0.972573	     
 2957	 43.504643	 44.519996	 45.889879	 43.987283	     	  0.971188	  0.970861	  0.974972	  0.971764	     
 2958	 43.937473	 44.897522	 46.298476	 44.409307	     	  0.972041	  0.971981	  0.976099	  0.972707	     
 2959	 43.717950	 44.856061	 46.247782	 44.233855	     	  0.971724	  0.972234	  0.976062	  0.972532	     
 2960	 43.976874	 45.082799	 46.577944	 44.495522	     	  0.971573	  0.972557	  0.976686	  0.972589	     
 2961	 43.663706	 44.791435	 46.242690	 44.183235	     	  0.971582	  0.971872	  0.975800	  0.972333	     
 2962	 43.517868	 44.730427	 46.122918	 44.052290	     	  0.970544	  0.971250	  0.975598	  0.971504	     
 2963	 41.987752	 43.171947	 45.161163	 42.573539	     	  0.966406	  0.960560	  0.971349	  0.966256	     
 2964	 42.608844	 43.296986	 45.180834	 43.061145	     	  0.969699	  0.961115	  0.971227	  0.968523	     
 2965	 42.756308	 43.386807	 45.204705	 43.186679	     	  0.970340	  0.961829	  0.971193	  0.969064	     
 2966	 43.012923	 43.450633	 45.240270	 43.388517	     	  0.970792	  0.961928	  0.971072	  0.969361	     
 2967	 42.917995	 43.451301	 45.228177	 43.318121	     	  0.970763	  0.962051	  0.971060	  0.969361	     
 2968	 43.186460	 43.516702	 45.276305	 43.529100	     	  0.972718	  0.962118	  0.971240	  0.970705	     
 2969	 43.183613	 43.512612	 45.274068	 43.526114	     	  0.973261	  0.962368	  0.971271	  0.971113	     
 2970	 43.416877	 43.573521	 45.322415	 43.709221	     	  0.974079	  0.962727	  0.971367	  0.971735	     
 2971	 43.276980	 43.529698	 45.314523	 43.600723	     	  0.974062	  0.962720	  0.971526	  0.971749	     
 2972	 43.442460	 43.583188	 45.347973	 43.732061	     	  0.974309	  0.962747	  0.971667	  0.971942	     
 2973	 43.434630	 43.626829	 45.368670	 43.736339	     	  0.974431	  0.963212	  0.971963	  0.972150	     
 2974	 43.556622	 43.672472	 45.397716	 43.834479	     	  0.974280	  0.963336	  0.972006	  0.972077	     
 2975	 43.609971	 43.713873	 45.417602	 43.881856	     	  0.974096	  0.963682	  0.972064	  0.972022	     
 2976	 45.448200	 46.135842	 47.515163	 45.845977	     	  0.981799	  0.975921	  0.978249	  0.980228	     
 2977	 44.939526	 46.013915	 47.438437	 45.442926	     	  0.980470	  0.975894	  0.978309	  0.979348	     
 2978	 45.063176	 46.003230	 47.441267	 45.533865	     	  0.980380	  0.975840	  0.978337	  0.979283	     
 2979	 44.819372	 45.946903	 47.391330	 45.338143	     	  0.979689	  0.975815	  0.978401	  0.978829	     
 2980	 45.018544	 45.967701	 47.436798	 45.494892	     	  0.979775	  0.975750	  0.978477	  0.978888	     
 2981	 44.641551	 45.862926	 47.365935	 45.189428	     	  0.978204	  0.975638	  0.978508	  0.977827	     
 2982	 44.491103	 45.827179	 47.383785	 45.071929	     	  0.975741	  0.975340	  0.978511	  0.976136	     
 2983	 44.073750	 45.777580	 47.347041	 44.740474	     	  0.972153	  0.975299	  0.978512	  0.973737	     
 2984	 44.101642	 45.787734	 47.380342	 44.766528	     	  0.971113	  0.975141	  0.978433	  0.973004	     
 2985	 44.027246	 45.808411	 47.372911	 44.710627	     	  0.970826	  0.975413	  0.978578	  0.972883	     
 2986	 44.118403	 45.843557	 47.378662	 44.786726	     	  0.970982	  0.975395	  0.978497	  0.972970	     
 2987	 44.083691	 45.783274	 47.330815	 44.747458	     	  0.971958	  0.975308	  0.978456	  0.973599	     
 2988	 44.288074	 45.758828	 47.241049	 44.893404	     	  0.973473	  0.974880	  0.978030	  0.974467	     
 2989	 44.084883	 45.629930	 46.955976	 44.692248	     	  0.973636	  0.974705	  0.977640	  0.974481	     
 2990	 44.019150	 45.642645	 46.966271	 44.644451	     	  0.973018	  0.974350	  0.977436	  0.973977	     
 2991	 43.621290	 45.472454	 46.725270	 44.291240	     	  0.971999	  0.973959	  0.977040	  0.973166	     
 2992	 44.016002	 45.514623	 46.887698	 44.617163	     	  0.972915	  0.973824	  0.977174	  0.973777	     
 2993	 43.779398	 45.580509	 46.913684	 44.445831	     	  0.970997	  0.974138	  0.977355	  0.972580	     
 2994	 43.647248	 45.568821	 46.914909	 44.341420	     	  0.968584	  0.973940	  0.977162	  0.970906	     
 2995	 43.583286	 45.536319	 46.882321	 44.284282	     	  0.969321	  0.973860	  0.977111	  0.971376	     
 2996	 43.742205	 45.535655	 46.877756	 44.407774	     	  0.969467	  0.973697	  0.976927	  0.971416	     
 2997	 43.801601	 45.578141	 46.885051	 44.460051	     	  0.971051	  0.973981	  0.977135	  0.972553	     
 2998	 43.920779	 45.603095	 46.916818	 44.558586	     	  0.970972	  0.973993	  0.977106	  0.972498	     
 2999	 43.826743	 45.581305	 46.886296	 44.480072	     	  0.970913	  0.973939	  0.977067	  0.972443	     
 3000	 43.826571	 45.579021	 46.884103	 44.479434	     	  0.969779	  0.973705	  0.976867	  0.971614	     
 3001	 43.858813	 45.586538	 46.903498	 44.507237	     	  0.970367	  0.973797	  0.977022	  0.972048	     
 3002	 43.921097	 45.584167	 46.889241	 44.553670	     	  0.969980	  0.973785	  0.976975	  0.971780	     
 3003	 43.868749	 45.551717	 46.875454	 44.507674	     	  0.970061	  0.973699	  0.976939	  0.971814	     
 3004	 43.824357	 45.579891	 46.876344	 44.477087	     	  0.969247	  0.973652	  0.976839	  0.971246	     
 3005	 43.932913	 45.602652	 46.902503	 44.566503	     	  0.970439	  0.973810	  0.976921	  0.972082	     
 3006	 44.022188	 45.617115	 46.901779	 44.637060	     	  0.970502	  0.973842	  0.976891	  0.972123	     
 3007	 43.933350	 45.607721	 46.899748	 44.567237	     	  0.970414	  0.973890	  0.976924	  0.972078	     
 3008	 43.997746	 45.640488	 46.959544	 44.627024	     	  0.969812	  0.973840	  0.977067	  0.971692	     
 3009	 43.733714	 45.531654	 46.717572	 44.385313	     	  0.969873	  0.973580	  0.976504	  0.971596	     
 3010	 43.689796	 45.519704	 46.656187	 44.343768	     	  0.968869	  0.973504	  0.976398	  0.970897	     
 3011	 43.644888	 45.527129	 46.704522	 44.314529	     	  0.968618	  0.973609	  0.976583	  0.970777	     
 3012	 44.007487	 45.689010	 47.021678	 44.646945	     	  0.968972	  0.973969	  0.977320	  0.971196	     
 3013	 43.263582	 45.376640	 46.577588	 43.985625	     	  0.967344	  0.973169	  0.976707	  0.969875	     
 3014	 43.437383	 45.341482	 46.625971	 44.122012	     	  0.967894	  0.972974	  0.976639	  0.970198	     
 3015	 43.398662	 45.341571	 46.674670	 44.096278	     	  0.968819	  0.973137	  0.976908	  0.970887	     
 3016	 43.839671	 45.469022	 46.835698	 44.470500	     	  0.969968	  0.973334	  0.977087	  0.971716	     
 3017	 43.463150	 45.392846	 46.796510	 44.164356	     	  0.969059	  0.973356	  0.977271	  0.971144	     
 3018	 43.678947	 45.428121	 46.835194	 44.340745	     	  0.970022	  0.973426	  0.977147	  0.971777	     
 3019	 43.578355	 45.405720	 46.838203	 44.259860	     	  0.971650	  0.973487	  0.977238	  0.972888	     
 3020	 43.856412	 45.427139	 46.854034	 44.479586	     	  0.971973	  0.973281	  0.977130	  0.973050	     
 3021	 43.857730	 45.464755	 46.887698	 44.488863	     	  0.972947	  0.973647	  0.977378	  0.973802	     
 3022	 44.012795	 45.447619	 46.897705	 44.606554	     	  0.973113	  0.973450	  0.977290	  0.973866	     
 3023	 44.308721	 45.582039	 47.007364	 44.861363	     	  0.974743	  0.973786	  0.977532	  0.975048	     
 3024	 45.240048	 46.138725	 47.508935	 45.692675	     	  0.981009	  0.975754	  0.978537	  0.979721	     
 3025	 44.808111	 46.090664	 47.477685	 45.359090	     	  0.979609	  0.975944	  0.978764	  0.978857	     
 3026	 44.822847	 46.054591	 47.449847	 45.362266	     	  0.979091	  0.975765	  0.978723	  0.978476	     
 3027	 44.571701	 45.953566	 47.396086	 45.152170	     	  0.977773	  0.975526	  0.978638	  0.977543	     
 3028	 44.587357	 45.970084	 47.427651	 45.169524	     	  0.976666	  0.975288	  0.978545	  0.976750	     
 3029	 44.254544	 45.914103	 47.363470	 44.900159	     	  0.975010	  0.975543	  0.978742	  0.975721	     
 3030	 44.353066	 45.900502	 47.352679	 44.973303	     	  0.974746	  0.975332	  0.978647	  0.975494	     
 3031	 44.007628	 45.753951	 47.178262	 44.670404	     	  0.973503	  0.975014	  0.978409	  0.974573	     
 3032	 44.321078	 45.843791	 47.304259	 44.936393	     	  0.973899	  0.974862	  0.978320	  0.974796	     
 3033	 44.020971	 45.796623	 47.263422	 44.694219	     	  0.972347	  0.975064	  0.978403	  0.973809	     
 3034	 44.194932	 45.834638	 47.314071	 44.838885	     	  0.972252	  0.974988	  0.978303	  0.973717	     
 3035	 43.953874	 45.769222	 47.224892	 44.634865	     	  0.971027	  0.975022	  0.978268	  0.972900	     
 3036	 44.019038	 45.772715	 47.193487	 44.683125	     	  0.970620	  0.974547	  0.977953	  0.972497	     
 3037	 43.874820	 45.747119	 47.175856	 44.565831	     	  0.970024	  0.974853	  0.978238	  0.972198	     
 3038	 44.036657	 45.770568	 47.227862	 44.699739	     	  0.970375	  0.974773	  0.978206	  0.972413	     
 3039	 43.931642	 45.727175	 47.190268	 44.608946	     	  0.970204	  0.974762	  0.978187	  0.972294	     
 3040	 43.923804	 45.742342	 47.204392	 44.606082	     	  0.969415	  0.974502	  0.978042	  0.971701	     
 3041	 43.997602	 45.755358	 47.215203	 44.666235	     	  0.970186	  0.974670	  0.978153	  0.972261	     
 3042	 44.046711	 45.766947	 47.218563	 44.706204	     	  0.970263	  0.974683	  0.978131	  0.972311	     
